DW_TEMPO;invoice_date;Ano;Mes;Dia
7da2eabd30f1434ce257d370686b03dec6af4feecdf27961cb43c9dcd1e926bc;2019-02-25;2019;2;25
3544efef53209e1fa0ebb096aa193b2c3a3ab60e77e9610c6d0cb1701873d6a8;2019-02-11;2019;2;11
1a7f6fe62d944d3b54fe7c25bd990ba2aadfb330432b38f4ca6225d1565d2a44;2018-12-29;2018;12;29
dbc904481d87577213ef8dd96c287558572898efea69374179989064caf51045;2017-02-04;2017;2;4
02da9926d9075226b75eecd5378e13ff2a3d2e1d17f0a364d85b45e9d04128c2;2018-02-14;2018;2;14
479b65faa43fc3cea5e266366726b47bfed86bddc24931cb59937035cb9bd30f;2017-04-14;2017;4;14
e6d4484e33d24e136ff9aefe7b8008c5622bda36a5e6b19ce250a4a27727ada0;2018-02-04;2018;2;4
233184c2fbd8e3846ae6383f0444f2622249382ef0f717bb1a2b13fc6aa4ccd0;2017-03-12;2017;3;12
fc1e8c5fdde42734e2baf7af4ac0f4dfc24571749251304109d3e3e83a3476b5;2019-03-06;2019;3;6
8ad79826a9650becca6053441d82fb93489a176e9a0d9c31b5917d60661c3ff9;2018-11-06;2018;11;6
c5b2ccdc14d1869784e38dc6ee36f98fea27c8b1cf51e652037261d75ebf2d1b;2017-10-13;2017;10;13
a18de3012b38397a02d1d612eb4d6e675a76340e50158e26a18f654580c1f29e;2018-11-12;2018;11;12
57889f0f1957351e3c1874a82a5b7345e6886bde21119adcd06555a5ac60efcb;2017-05-20;2017;5;20
9b933f4f94e4f299e4bf9e3baad0d7b9a8a3f6611908fda6a47d3ba5fce74112;2019-03-13;2019;3;13
7c417e4a115839be489a15a1680841a850ffa30e284cd2bbec3c60741b89149f;2017-10-11;2017;10;11
47298774065c6ee9b511b9abb48af510f5032198092ce8cfd187f3fbbe7a9cf4;2018-10-29;2018;10;29
65d9175f9377a707baf73716168ec346b8601c2504d9aa15793876979f3a88b9;2017-05-07;2017;5;7
3d9089c4415243302c9c947f94627a2fb9e5f41185906f849a18305b59b66b16;2017-04-07;2017;4;7
d0cb5e7ca81c4ab621046cac160a85d44f3b50ed4ef93ec0f0437500f5c7567e;2017-02-22;2017;2;22
39958c3ce0186ad2355e523611d207302885344657cb356fbd4e2b855fa8b361;2018-12-22;2018;12;22
96829100ffa9ffaec6405ac0ee6b8451b44feacd538d955a0f7f2aca000bfe72;2018-08-20;2018;8;20
499ef31a297b754f6279799f7dadb234f6e874f60a9b0f40ba1fe645dd46b60b;2019-03-10;2019;3;10
946d3e18e53f014ddf0d878825b2bcf0f85b5f1bbe0a79956ba0e065d8e1f146;2017-02-16;2017;2;16
5caf7004b52713fab2633db7cf4e8993464b6c085fad888431db5b5e056834bf;2018-01-18;2018;1;18
6c85299539690156f432ea2bf3a338a8a8121996345aa0cb2c94c4363c124a99;2017-09-21;2017;9;21
68a6b486544fb88b55aa8faf812c139cc1bf650a406ce297abfb9841039a2326;2018-02-28;2018;2;28
d1f9e5f4626039e05b09bd4f9cab6899ba97cbd9e86276b853a269a9b24c6695;2017-03-22;2017;3;22
05869f41b919a55d4311d0caa2828792bd2a94bec03b020e6e7b1bb6e54937a9;2017-04-22;2017;4;22
73ffe2d7808c7acb9549401df3b2f42a51ea2fe3a8f275beb006acb469376974;2018-12-10;2018;12;10
62d74baf27b44ebbf2cc6608b066250982503ca2d534f0fd5c990dba842f9942;2017-08-26;2017;8;26
97dac3aa4cf77c6e01d8e760d94829b817cb1995dd22c9b0cb8169ab189f1f0b;2017-07-12;2017;7;12
bc63a5e5fa6bb348641d044e5569109092300ec5f878465b1af1e395a5910a71;2017-04-26;2017;4;26
0a8d12eac2d6ca825a3090ec1d1de8cf5fd51f31ec4306ff9d81f95874f9041a;2017-03-04;2017;3;4
e7fcd64d48c1d20c789ecd80d68eadb24bcfb80c00edc7d9d49a39fd8b105d68;2018-05-27;2018;5;27
0acac17b8a98e9edaf471511545f1fc220e7bc32e141b84bcaa390f60182cb09;2017-01-27;2017;1;27
503c4b9c85ed5d3313af645119d9577cd4dff18318a8c9e3d6ae254686a1182c;2019-01-29;2019;1;29
d85ec408ba1278c55d3c84928848aad1860581790e7c3ac9927ae33bd2c6af90;2017-10-26;2017;10;26
1b4fc613d5981ec5b4c8316e679e8727406abc302f9dd69a1a5944c528020d7c;2017-03-23;2017;3;23
1f0a5f966502b6ae2f1556d304cc72601666618d381cbf0e89efe765b04b0fa3;2017-06-28;2017;6;28
17099c701021bd89f72bf5def6f01dc166f6fe8be37c8236d1887ae5a41a60a9;2017-06-29;2017;6;29
0ce314775c0bdd92f1d97a592437afd928e5eea2b62a9f3701274116764b39b8;2018-07-01;2018;7;1
a690d8d3624d6be9e7c88a6efc24ebc8ae9987988ea51b1bb34276c74500cbf2;2018-08-26;2018;8;26
98d1ddbf2843fb64524afecd734e06e17d3d7e0c5abeaf2bf9b4e17c05c668c2;2019-03-21;2019;3;21
e1c845e4d06011bb7bd048352b0e622df3e2dd778b95ca2330d87b46110f3cdd;2017-02-15;2017;2;15
91eccfeddf9b58c5c9b13bd91acba4f37331eae6e7c4044c45f1b1dfe1bfc34a;2017-11-15;2017;11;15
40a7d93b9613b666083b9e030330c3ba41ae568fdd5bb9e4f1164ecaf8eef677;2018-01-04;2018;1;4
d6d528b5a3eeeed2932f0df861d3d9f93a240c9b1e419cd0931edc48d8c13615;2017-11-30;2017;11;30
bd67400da1b2aa8925d8787a08244e027913be5f647d6257f087472e467d3688;2017-09-16;2017;9;16
56d38b51ac215943d66e28936f065cc6279b478ba6ec8f151cd94c143cc5006d;2018-06-28;2018;6;28
761f43b788d4212f2d9c4ab386c9889eeab48b63953874e14225f78100f7e92d;2017-06-19;2017;6;19
3c0d448e5679b12dd661498eed099220654f75393e6273b0b7eff4835dc4637e;2018-07-23;2018;7;23
de594e27fae05f649e9f5458eb7a3672dd8317de26deaabc7777ffd69e45f626;2018-10-03;2018;10;3
61bf3cbe362265b1332d805267d2ac09df67b698d3040d45592967a77bc2f6b3;2018-02-07;2018;2;7
505ed00ac0a6d6a2a60b01d2aae86ad0484815daa7db5cd2f5d6f2eba45a34ad;2019-02-12;2019;2;12
0a37b8c18b384ec5cac00ecb85b1499e383ddb420c28484e352ed81e0d648d95;2018-08-28;2018;8;28
ff57096996dd051935df2556ff66ea42fad13266716d47b3c1e849ac18b034a0;2017-10-20;2017;10;20
759a6407eb99ea2c942967a872cda130716d8a8da22872feb8b874343d3c7b7f;2017-03-03;2017;3;3
a2b736ac9f2f7db47f29683178a7d11571aca6f1842638b1fc68d82cc5eb6058;2017-03-16;2017;3;16
f215beaaf9be1586aaa1cc083f071d305307ff4dce7c5191b34226259f810a45;2017-11-22;2017;11;22
7e326af70a6b472889224a86082e3e7975a13ecfa1ad269fe56b4d7e79d7eb50;2017-06-30;2017;6;30
1d7d6499b73ca6ea5dbd5b4da44ff8e5f43e701c3968e7c0437bc5b151dfbf5a;2017-02-02;2017;2;2
9a48066ee72b97c2823e21e434f088078378e5ccfdf7c318f946bd438e340563;2017-09-07;2017;9;7
1a9b9186355fc17eaad3502ca601f750319430125e804d8d4aa15dff14ee7163;2018-02-11;2018;2;11
1293f3cb616ed34a9e1ef7b7957c6e349e9fb27de749aedee9cee0581f872188;2017-09-30;2017;9;30
d11de2ea4196a8413ff23a005f944286140826a2663cfc17d9ca62acf01b5786;2018-07-02;2018;7;2
bf0156bf5bb45e2c67eb8154a6bfae0712030820040f851520b1d7327e1f808c;2017-07-23;2017;7;23
88c1317d3b224ac09935aa75b2b769e7d22bc0f27497c21484a31e0ee76a431e;2017-07-08;2017;7;8
176ec054c9cb2afc77b9509b04e569009fee1d79a3820834235198e7ba127ca2;2017-08-10;2017;8;10
ce1d9a942ae40d6d05b4d4232fddb7595e743b6b8fb15bcbd3ef022f439ff68f;2018-12-05;2018;12;5
1960064648aeb3b5e99d06838f0f665b643ec786a6a0815edc3870df057736dc;2018-04-01;2018;4;1
2b11ea64959ac180fdd48ecccf8ce6134355fa0dc994a53e1ed85e37d3cf4c40;2018-05-21;2018;5;21
aaea3634efdba710b30552215aa6ab7c3d1c360caca91925e7fbd2f8da1431d0;2017-04-28;2017;4;28
